Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Date,Request Hour,Request Day,Drop Date,Drop Hour,Time Slot,Trip Duration (min),Status Category
6117,Airport,98.0,Trip Completed,2016-07-15 15:17:13,2016-07-15 16:06:54,2016-07-15,15,Friday,2016-07-15,16.0,Afternoon,49.68333333333333,Success
6252,City,98.0,Trip Completed,2016-07-15 18:00:40,2016-07-15 18:46:03,2016-07-15,18,Friday,2016-07-15,18.0,Evening,45.38333333333333,Success
101,Airport,99.0,Trip Completed,2016-07-11 05:08:00,2016-07-11 06:09:00,2016-07-11,5,Monday,2016-07-11,6.0,Early Morning,61.0,Success
351,City,99.0,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:55:00,2016-07-11,7,Monday,2016-07-11,8.0,Early Morning,62.0,Success
871,City,99.0,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:42:00,2016-07-11,17,Monday,2016-07-11,18.0,Evening,45.0,Success
1330,Airport,99.0,Trip Completed,2016-07-11 23:11:00,2016-07-12 00:14:00,2016-07-11,23,Monday,2016-07-12,0.0,Night,63.0,Success
3227,Airport,99.0,Trip Completed,2016-07-13 09:52:49,2016-07-13 10:33:38,2016-07-13,9,Wednesday,2016-07-13,10.0,Morning,40.81666666666667,Success
4921,City,99.0,Trip Completed,2016-07-14 18:14:26,2016-07-14 19:20:18,2016-07-14,18,Thursday,2016-07-14,19.0,Evening,65.86666666666666,Success
5373,City,99.0,Trip Completed,2016-07-14 23:42:23,2016-07-15 00:17:24,2016-07-14,23,Thursday,2016-07-15,0.0,Night,35.016666666666666,Success
6612,Airport,99.0,Trip Completed,2016-07-15 21:49:41,2016-07-15 22:28:38,2016-07-15,21,Friday,2016-07-15,22.0,Night,38.95,Success
50,City,100.0,Trip Completed,2016-07-11 03:22:00,2016-07-11 03:57:00,2016-07-11,3,Monday,2016-07-11,3.0,Night,35.0,Success
102,Airport,100.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:38:00,2016-07-11,5,Monday,2016-07-11,5.0,Early Morning,37.0,Success
211,City,100.0,Trip Completed,2016-07-11 06:08:00,2016-07-11 06:47:00,2016-07-11,6,Monday,2016-07-11,6.0,Early Morning,39.0,Success
510,City,100.0,Trip Completed,2016-07-11 09:40:00,2016-07-11 11:01:00,2016-07-11,9,Monday,2016-07-11,11.0,Morning,81.0,Success
1548,Airport,100.0,Trip Completed,2016-07-12 06:10:00,2016-07-12 07:12:00,2016-07-12,6,Tuesday,2016-07-12,7.0,Early Morning,62.0,Success
2208,City,100.0,Trip Completed,2016-07-12 17:59:00,2016-07-12 19:00:00,2016-07-12,17,Tuesday,2016-07-12,19.0,Evening,61.0,Success
4030,City,100.0,Trip Completed,2016-07-14 00:13:43,2016-07-14 00:47:55,2016-07-14,0,Thursday,2016-07-14,0.0,Night,34.2,Success
4370,City,100.0,Trip Completed,2016-07-14 07:36:53,2016-07-14 08:16:29,2016-07-14,7,Thursday,2016-07-14,8.0,Early Morning,39.6,Success
5834,Airport,100.0,Trip Completed,2016-07-15 08:54:03,2016-07-15 10:05:53,2016-07-15,8,Friday,2016-07-15,10.0,Morning,71.83333333333333,Success
639,City,101.0,Trip Completed,2016-07-11 12:28:00,2016-07-11 12:56:00,2016-07-11,12,Monday,2016-07-11,12.0,Afternoon,28.0,Success
1451,Airport,101.0,Trip Completed,2016-07-12 04:53:00,2016-07-12 05:40:00,2016-07-12,4,Tuesday,2016-07-12,5.0,Early Morning,47.0,Success
2335,City,101.0,Trip Completed,2016-07-12 19:15:00,2016-07-12 20:02:00,2016-07-12,19,Tuesday,2016-07-12,20.0,Evening,47.0,Success
2572,Airport,101.0,Trip Completed,2016-07-12 21:35:00,2016-07-12 22:42:00,2016-07-12,21,Tuesday,2016-07-12,22.0,Night,67.0,Success
3326,Airport,101.0,Trip Completed,2016-07-13 12:29:20,2016-07-13 13:09:40,2016-07-13,12,Wednesday,2016-07-13,13.0,Afternoon,40.333333333333336,Success
3916,City,101.0,Trip Completed,2016-07-13 22:08:13,2016-07-13 23:22:35,2016-07-13,22,Wednesday,2016-07-13,23.0,Night,74.36666666666666,Success
4514,City,101.0,Trip Completed,2016-07-14 09:16:24,2016-07-14 10:16:38,2016-07-14,9,Thursday,2016-07-14,10.0,Morning,60.233333333333334,Success
6604,City,101.0,Trip Completed,2016-07-15 21:42:04,2016-07-15 22:19:18,2016-07-15,21,Friday,2016-07-15,22.0,Night,37.233333333333334,Success
373,Airport,102.0,Trip Completed,2016-07-11 08:09:00,2016-07-11 09:16:00,2016-07-11,8,Monday,2016-07-11,9.0,Morning,67.0,Success
1338,Airport,102.0,Trip Completed,2016-07-11 23:23:00,2016-07-11 23:58:00,2016-07-11,23,Monday,2016-07-11,23.0,Night,35.0,Success
1830,City,102.0,Trip Completed,2016-07-12 09:33:00,2016-07-12 10:43:00,2016-07-12,9,Tuesday,2016-07-12,10.0,Morning,70.0,Success
2274,City,102.0,Trip Completed,2016-07-12 18:33:00,2016-07-12 19:22:00,2016-07-12,18,Tuesday,2016-07-12,19.0,Evening,49.0,Success
3224,Airport,102.0,Trip Completed,2016-07-13 09:52:22,2016-07-13 10:28:33,2016-07-13,9,Wednesday,2016-07-13,10.0,Morning,36.18333333333333,Success
5321,City,102.0,Trip Completed,2016-07-14 22:09:50,2016-07-14 22:46:06,2016-07-14,22,Thursday,2016-07-14,22.0,Night,36.266666666666666,Success
5520,City,102.0,Trip Completed,2016-07-15 05:17:46,2016-07-15 06:01:41,2016-07-15,5,Friday,2016-07-15,6.0,Early Morning,43.916666666666664,Success
5842,City,102.0,Trip Completed,2016-07-15 09:04:30,2016-07-15 09:53:01,2016-07-15,9,Friday,2016-07-15,9.0,Morning,48.516666666666666,Success
6429,Airport,102.0,Trip Completed,2016-07-15 19:49:10,2016-07-15 20:34:01,2016-07-15,19,Friday,2016-07-15,20.0,Evening,44.85,Success
6704,Airport,102.0,Trip Completed,2016-07-15 22:58:01,2016-07-15 23:59:35,2016-07-15,22,Friday,2016-07-15,23.0,Night,61.56666666666667,Success
2057,Airport,103.0,Trip Completed,2016-07-12 15:02:00,2016-07-12 15:36:00,2016-07-12,15,Tuesday,2016-07-12,15.0,Afternoon,34.0,Success
3723,Airport,103.0,Trip Completed,2016-07-13 20:03:45,2016-07-13 20:57:08,2016-07-13,20,Wednesday,2016-07-13,20.0,Night,53.38333333333333,Success
4492,City,103.0,Trip Completed,2016-07-14 09:01:49,2016-07-14 10:05:11,2016-07-14,9,Thursday,2016-07-14,10.0,Morning,63.36666666666667,Success
5153,Airport,103.0,Trip Completed,2016-07-14 20:29:19,2016-07-14 21:38:20,2016-07-14,20,Thursday,2016-07-14,21.0,Night,69.01666666666667,Success
6531,City,103.0,Trip Completed,2016-07-15 20:49:25,2016-07-15 21:27:36,2016-07-15,20,Friday,2016-07-15,21.0,Night,38.18333333333333,Success
521,City,104.0,Trip Completed,2016-07-11 09:48:00,2016-07-11 10:55:00,2016-07-11,9,Monday,2016-07-11,10.0,Morning,67.0,Success
1850,City,104.0,Trip Completed,2016-07-12 09:45:00,2016-07-12 10:20:00,2016-07-12,9,Tuesday,2016-07-12,10.0,Morning,35.0,Success
2851,Airport,104.0,Trip Completed,2016-07-13 05:31:53,2016-07-13 06:39:33,2016-07-13,5,Wednesday,2016-07-13,6.0,Early Morning,67.66666666666667,Success
5380,Airport,104.0,Trip Completed,2016-07-14 23:50:28,2016-07-15 00:39:55,2016-07-14,23,Thursday,2016-07-15,0.0,Night,49.45,Success
5917,Airport,104.0,Trip Completed,2016-07-15 10:04:16,2016-07-15 10:54:15,2016-07-15,10,Friday,2016-07-15,10.0,Morning,49.983333333333334,Success
148,Airport,105.0,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:46:00,2016-07-11,5,Monday,2016-07-11,6.0,Early Morning,70.0,Success
1113,City,105.0,Trip Completed,2016-07-11 20:18:00,2016-07-11 20:55:00,2016-07-11,20,Monday,2016-07-11,20.0,Night,37.0,Success
1758,Airport,105.0,Trip Completed,2016-07-12 08:44:00,2016-07-12 09:19:00,2016-07-12,8,Tuesday,2016-07-12,9.0,Morning,35.0,Success
2395,Airport,105.0,Trip Completed,2016-07-12 19:55:00,2016-07-12 20:50:00,2016-07-12,19,Tuesday,2016-07-12,20.0,Evening,55.0,Success
2708,Airport,105.0,Trip Completed,2016-07-13 01:22:32,2016-07-13 02:35:10,2016-07-13,1,Wednesday,2016-07-13,2.0,Night,72.63333333333334,Success
2995,City,105.0,Trip Completed,2016-07-13 07:07:32,2016-07-13 08:08:45,2016-07-13,7,Wednesday,2016-07-13,8.0,Early Morning,61.21666666666667,Success
3993,City,105.0,Trip Completed,2016-07-13 23:31:47,2016-07-14 00:14:14,2016-07-13,23,Wednesday,2016-07-14,0.0,Night,42.45,Success
4724,City,105.0,Trip Completed,2016-07-14 13:52:36,2016-07-14 14:29:40,2016-07-14,13,Thursday,2016-07-14,14.0,Afternoon,37.06666666666667,Success
5144,Airport,105.0,Trip Completed,2016-07-14 20:21:02,2016-07-14 21:16:51,2016-07-14,20,Thursday,2016-07-14,21.0,Night,55.81666666666667,Success
5572,City,105.0,Trip Completed,2016-07-15 05:46:37,2016-07-15 06:40:01,2016-07-15,5,Friday,2016-07-15,6.0,Early Morning,53.4,Success
5740,Airport,105.0,Trip Completed,2016-07-15 07:50:35,2016-07-15 08:58:39,2016-07-15,7,Friday,2016-07-15,8.0,Early Morning,68.06666666666666,Success
5938,City,105.0,Trip Completed,2016-07-15 10:16:24,2016-07-15 11:06:42,2016-07-15,10,Friday,2016-07-15,11.0,Morning,50.3,Success
6299,City,105.0,Trip Completed,2016-07-15 18:25:54,2016-07-15 19:07:36,2016-07-15,18,Friday,2016-07-15,19.0,Evening,41.7,Success
6695,Airport,105.0,Trip Completed,2016-07-15 22:45:03,2016-07-16 00:02:06,2016-07-15,22,Friday,2016-07-16,0.0,Night,77.05,Success
507,Airport,106.0,Trip Completed,2016-07-11 09:40:00,2016-07-11 10:38:00,2016-07-11,9,Monday,2016-07-11,10.0,Morning,58.0,Success
1135,Airport,106.0,Trip Completed,2016-07-11 20:37:00,2016-07-11 21:29:00,2016-07-11,20,Monday,2016-07-11,21.0,Night,52.0,Success
1479,City,106.0,Trip Completed,2016-07-12 05:16:00,2016-07-12 05:58:00,2016-07-12,5,Tuesday,2016-07-12,5.0,Early Morning,42.0,Success
3275,City,106.0,Trip Completed,2016-07-13 10:39:32,2016-07-13 11:39:21,2016-07-13,10,Wednesday,2016-07-13,11.0,Morning,59.81666666666667,Success
4078,City,106.0,Trip Completed,2016-07-14 02:10:33,2016-07-14 03:05:32,2016-07-14,2,Thursday,2016-07-14,3.0,Night,54.983333333333334,Success
4176,Airport,106.0,Trip Completed,2016-07-14 05:18:01,2016-07-14 06:01:38,2016-07-14,5,Thursday,2016-07-14,6.0,Early Morning,43.61666666666667,Success
4776,City,106.0,Trip Completed,2016-07-14 16:16:30,2016-07-14 17:31:10,2016-07-14,16,Thursday,2016-07-14,17.0,Evening,74.66666666666667,Success
4899,Airport,106.0,Trip Completed,2016-07-14 18:02:51,2016-07-14 19:01:55,2016-07-14,18,Thursday,2016-07-14,19.0,Evening,59.06666666666667,Success
35,City,107.0,Trip Completed,2016-07-11 02:36:00,2016-07-11 03:03:00,2016-07-11,2,Monday,2016-07-11,3.0,Night,27.0,Success
161,Airport,107.0,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:10:00,2016-07-11,5,Monday,2016-07-11,6.0,Early Morning,34.0,Success
831,Airport,107.0,Trip Completed,2016-07-11 17:30:00,2016-07-11 18:19:00,2016-07-11,17,Monday,2016-07-11,18.0,Evening,49.0,Success
1080,Airport,107.0,Trip Completed,2016-07-11 19:59:00,2016-07-11 20:38:00,2016-07-11,19,Monday,2016-07-11,20.0,Evening,39.0,Success
2496,City,107.0,Trip Completed,2016-07-12 20:53:00,2016-07-12 21:33:00,2016-07-12,20,Tuesday,2016-07-12,21.0,Night,40.0,Success
3141,City,107.0,Trip Completed,2016-07-13 08:58:47,2016-07-13 09:28:32,2016-07-13,8,Wednesday,2016-07-13,9.0,Morning,29.75,Success
3297,City,107.0,Trip Completed,2016-07-13 11:37:32,2016-07-13 12:14:07,2016-07-13,11,Wednesday,2016-07-13,12.0,Morning,36.583333333333336,Success
3602,Airport,107.0,Trip Completed,2016-07-13 18:40:02,2016-07-13 19:13:36,2016-07-13,18,Wednesday,2016-07-13,19.0,Evening,33.56666666666667,Success
4150,City,107.0,Trip Completed,2016-07-14 04:51:03,2016-07-14 05:50:07,2016-07-14,4,Thursday,2016-07-14,5.0,Early Morning,59.06666666666667,Success
4361,City,107.0,Trip Completed,2016-07-14 07:29:29,2016-07-14 08:28:35,2016-07-14,7,Thursday,2016-07-14,8.0,Early Morning,59.1,Success
4642,City,107.0,Trip Completed,2016-07-14 11:44:26,2016-07-14 12:41:11,2016-07-14,11,Thursday,2016-07-14,12.0,Morning,56.75,Success
4752,City,107.0,Trip Completed,2016-07-14 15:19:35,2016-07-14 16:11:37,2016-07-14,15,Thursday,2016-07-14,16.0,Afternoon,52.03333333333333,Success
4849,City,107.0,Trip Completed,2016-07-14 17:39:27,2016-07-14 18:44:26,2016-07-14,17,Thursday,2016-07-14,18.0,Evening,64.98333333333333,Success
6199,City,107.0,Trip Completed,2016-07-15 17:25:23,2016-07-15 18:19:03,2016-07-15,17,Friday,2016-07-15,18.0,Evening,53.666666666666664,Success
241,City,108.0,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:17:00,2016-07-11,6,Monday,2016-07-11,7.0,Early Morning,46.0,Success
1339,Airport,108.0,Trip Completed,2016-07-11 23:25:00,2016-07-12 00:32:00,2016-07-11,23,Monday,2016-07-12,0.0,Night,67.0,Success
1454,City,108.0,Trip Completed,2016-07-12 04:54:00,2016-07-12 06:07:00,2016-07-12,4,Tuesday,2016-07-12,6.0,Early Morning,73.0,Success
4342,City,108.0,Trip Completed,2016-07-14 07:17:09,2016-07-14 08:15:45,2016-07-14,7,Thursday,2016-07-14,8.0,Early Morning,58.6,Success
6766,City,108.0,Trip Completed,2016-07-15 00:06:56,2016-07-15 01:10:34,2016-07-15,0,Friday,2016-07-15,1.0,Night,63.63333333333333,Success
6213,City,108.0,Trip Completed,2016-07-15 17:30:09,2016-07-15 18:32:51,2016-07-15,17,Friday,2016-07-15,18.0,Evening,62.7,Success
41,City,109.0,Trip Completed,2016-07-11 02:47:00,2016-07-11 03:23:00,2016-07-11,2,Monday,2016-07-11,3.0,Night,36.0,Success
279,Airport,109.0,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:47:00,2016-07-11,6,Monday,2016-07-11,7.0,Early Morning,49.0,Success
952,City,109.0,Trip Completed,2016-07-11 18:39:00,2016-07-11 19:19:00,2016-07-11,18,Monday,2016-07-11,19.0,Evening,40.0,Success
1200,Airport,109.0,Trip Completed,2016-07-11 21:13:00,2016-07-11 22:29:00,2016-07-11,21,Monday,2016-07-11,22.0,Night,76.0,Success
1775,City,109.0,Trip Completed,2016-07-12 08:57:00,2016-07-12 09:52:00,2016-07-12,8,Tuesday,2016-07-12,9.0,Morning,55.0,Success
1953,Airport,109.0,Trip Completed,2016-07-12 11:38:00,2016-07-12 12:41:00,2016-07-12,11,Tuesday,2016-07-12,12.0,Morning,63.0,Success
3270,City,109.0,Trip Completed,2016-07-13 10:28:01,2016-07-13 11:04:59,2016-07-13,10,Wednesday,2016-07-13,11.0,Morning,36.96666666666667,Success
3497,Airport,109.0,Trip Completed,2016-07-13 17:32:20,2016-07-13 18:27:42,2016-07-13,17,Wednesday,2016-07-13,18.0,Evening,55.36666666666667,Success
3897,Airport,109.0,Trip Completed,2016-07-13 22:00:50,2016-07-13 22:37:59,2016-07-13,22,Wednesday,2016-07-13,22.0,Night,37.15,Success
4601,City,109.0,Trip Completed,2016-07-14 10:13:30,2016-07-14 10:52:16,2016-07-14,10,Thursday,2016-07-14,10.0,Morning,38.766666666666666,Success
4621,Airport,109.0,Trip Completed,2016-07-14 11:02:21,2016-07-14 11:46:14,2016-07-14,11,Thursday,2016-07-14,11.0,Morning,43.88333333333333,Success
5061,City,109.0,Trip Completed,2016-07-14 19:29:16,2016-07-14 20:13:18,2016-07-14,19,Thursday,2016-07-14,20.0,Evening,44.03333333333333,Success
5359,City,109.0,Trip Completed,2016-07-14 23:21:57,2016-07-15 00:24:00,2016-07-14,23,Thursday,2016-07-15,0.0,Night,62.05,Success
6179,Airport,109.0,Trip Completed,2016-07-15 16:53:17,2016-07-15 18:08:57,2016-07-15,16,Friday,2016-07-15,18.0,Evening,75.66666666666667,Success
469,Airport,110.0,Trip Completed,2016-07-11 09:24:00,2016-07-11 10:04:00,2016-07-11,9,Monday,2016-07-11,10.0,Morning,40.0,Success
914,City,110.0,Trip Completed,2016-07-11 18:17:00,2016-07-11 18:58:00,2016-07-11,18,Monday,2016-07-11,18.0,Evening,41.0,Success
1386,Airport,110.0,Trip Completed,2016-07-12 01:30:00,2016-07-12 02:42:00,2016-07-12,1,Tuesday,2016-07-12,2.0,Night,72.0,Success
1935,City,110.0,Trip Completed,2016-07-12 11:16:00,2016-07-12 12:17:00,2016-07-12,11,Tuesday,2016-07-12,12.0,Morning,61.0,Success
3243,Airport,110.0,Trip Completed,2016-07-13 10:03:58,2016-07-13 10:46:44,2016-07-13,10,Wednesday,2016-07-13,10.0,Morning,42.766666666666666,Success
3449,City,110.0,Trip Completed,2016-07-13 16:52:29,2016-07-13 17:21:31,2016-07-13,16,Wednesday,2016-07-13,17.0,Evening,29.033333333333335,Success
4500,City,110.0,Trip Completed,2016-07-14 09:04:43,2016-07-14 10:09:11,2016-07-14,9,Thursday,2016-07-14,10.0,Morning,64.46666666666667,Success
5328,Airport,110.0,Trip Completed,2016-07-14 22:10:37,2016-07-14 22:51:25,2016-07-14,22,Thursday,2016-07-14,22.0,Night,40.8,Success
5576,City,110.0,Trip Completed,2016-07-15 05:53:20,2016-07-15 06:25:29,2016-07-15,5,Friday,2016-07-15,6.0,Early Morning,32.15,Success
6112,Airport,110.0,Trip Completed,2016-07-15 15:06:46,2016-07-15 16:12:22,2016-07-15,15,Friday,2016-07-15,16.0,Afternoon,65.6,Success
6438,Airport,110.0,Trip Completed,2016-07-15 19:54:08,2016-07-15 20:36:23,2016-07-15,19,Friday,2016-07-15,20.0,Evening,42.25,Success
707,Airport,111.0,Trip Completed,2016-07-11 14:17:00,2016-07-11 14:55:00,2016-07-11,14,Monday,2016-07-11,14.0,Afternoon,38.0,Success
1136,Airport,111.0,Trip Completed,2016-07-11 20:32:00,2016-07-11 21:20:00,2016-07-11,20,Monday,2016-07-11,21.0,Night,48.0,Success
2961,Airport,111.0,Trip Completed,2016-07-13 06:48:57,2016-07-13 07:47:08,2016-07-13,6,Wednesday,2016-07-13,7.0,Early Morning,58.18333333333333,Success
3428,City,111.0,Trip Completed,2016-07-13 15:55:17,2016-07-13 16:45:19,2016-07-13,15,Wednesday,2016-07-13,16.0,Afternoon,50.03333333333333,Success
4045,Airport,111.0,Trip Completed,2016-07-14 00:56:22,2016-07-14 01:22:47,2016-07-14,0,Thursday,2016-07-14,1.0,Night,26.416666666666668,Success
5399,City,111.0,Trip Completed,2016-07-15 00:58:19,2016-07-15 02:16:07,2016-07-15,0,Friday,2016-07-15,2.0,Night,77.8,Success
5730,City,111.0,Trip Completed,2016-07-15 07:50:12,2016-07-15 08:45:09,2016-07-15,7,Friday,2016-07-15,8.0,Early Morning,54.95,Success
180,Airport,112.0,Trip Completed,2016-07-11 05:48:00,2016-07-11 06:28:00,2016-07-11,5,Monday,2016-07-11,6.0,Early Morning,40.0,Success
1694,City,112.0,Trip Completed,2016-07-12 07:54:00,2016-07-12 08:48:00,2016-07-12,7,Tuesday,2016-07-12,8.0,Early Morning,54.0,Success
2294,City,112.0,Trip Completed,2016-07-12 18:47:00,2016-07-12 19:49:00,2016-07-12,18,Tuesday,2016-07-12,19.0,Evening,62.0,Success
3630,City,112.0,Trip Completed,2016-07-13 18:59:56,2016-07-13 19:59:30,2016-07-13,18,Wednesday,2016-07-13,19.0,Evening,59.56666666666667,Success
3978,City,112.0,Trip Completed,2016-07-13 23:18:14,2016-07-13 23:46:18,2016-07-13,23,Wednesday,2016-07-13,23.0,Night,28.066666666666666,Success
4426,City,112.0,Trip Completed,2016-07-14 08:21:49,2016-07-14 09:08:49,2016-07-14,8,Thursday,2016-07-14,9.0,Morning,47.0,Success
5115,Airport,112.0,Trip Completed,2016-07-14 20:03:46,2016-07-14 21:08:12,2016-07-14,20,Thursday,2016-07-14,21.0,Night,64.43333333333334,Success
5558,Airport,112.0,Trip Completed,2016-07-15 05:32:12,2016-07-15 06:05:55,2016-07-15,5,Friday,2016-07-15,6.0,Early Morning,33.71666666666667,Success
5827,Airport,112.0,Trip Completed,2016-07-15 08:52:58,2016-07-15 09:29:41,2016-07-15,8,Friday,2016-07-15,9.0,Morning,36.71666666666667,Success
6063,Airport,112.0,Trip Completed,2016-07-15 13:48:53,2016-07-15 14:19:12,2016-07-15,13,Friday,2016-07-15,14.0,Afternoon,30.316666666666666,Success
6691,Airport,112.0,Trip Completed,2016-07-15 22:47:31,2016-07-16 00:01:05,2016-07-15,22,Friday,2016-07-16,0.0,Night,73.56666666666666,Success
170,City,113.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:39:00,2016-07-11,5,Monday,2016-07-11,6.0,Early Morning,54.0,Success
1326,Airport,113.0,Trip Completed,2016-07-11 23:06:00,2016-07-12 00:07:00,2016-07-11,23,Monday,2016-07-12,0.0,Night,61.0,Success
1476,City,113.0,Trip Completed,2016-07-12 05:16:00,2016-07-12 06:04:00,2016-07-12,5,Tuesday,2016-07-12,6.0,Early Morning,48.0,Success
2937,Airport,113.0,Trip Completed,2016-07-13 06:27:11,2016-07-13 07:15:24,2016-07-13,6,Wednesday,2016-07-13,7.0,Early Morning,48.21666666666667,Success
3973,City,113.0,Trip Completed,2016-07-13 22:58:36,2016-07-13 23:51:51,2016-07-13,22,Wednesday,2016-07-13,23.0,Night,53.25,Success
4644,City,113.0,Trip Completed,2016-07-14 11:47:32,2016-07-14 12:20:33,2016-07-14,11,Thursday,2016-07-14,12.0,Morning,33.016666666666666,Success
5086,Airport,113.0,Trip Completed,2016-07-14 19:41:45,2016-07-14 21:02:52,2016-07-14,19,Thursday,2016-07-14,21.0,Evening,81.11666666666666,Success
6572,Airport,113.0,Trip Completed,2016-07-15 21:11:01,2016-07-15 22:02:20,2016-07-15,21,Friday,2016-07-15,22.0,Night,51.31666666666667,Success
6755,Airport,113.0,Trip Completed,2016-07-15 23:57:32,2016-07-16 01:09:24,2016-07-15,23,Friday,2016-07-16,1.0,Night,71.86666666666666,Success
1483,City,114.0,Trip Completed,2016-07-12 05:22:00,2016-07-12 06:22:00,2016-07-12,5,Tuesday,2016-07-12,6.0,Early Morning,60.0,Success
1844,City,114.0,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:11:00,2016-07-12,9,Tuesday,2016-07-12,10.0,Morning,31.0,Success
2120,Airport,114.0,Trip Completed,2016-07-12 16:44:00,2016-07-12 17:33:00,2016-07-12,16,Tuesday,2016-07-12,17.0,Evening,49.0,Success
2411,City,114.0,Trip Completed,2016-07-12 20:04:00,2016-07-12 20:40:00,2016-07-12,20,Tuesday,2016-07-12,20.0,Night,36.0,Success
2903,Airport,114.0,Trip Completed,2016-07-13 06:00:19,2016-07-13 06:40:37,2016-07-13,6,Wednesday,2016-07-13,6.0,Early Morning,40.3,Success
3289,City,114.0,Trip Completed,2016-07-13 11:06:44,2016-07-13 11:51:09,2016-07-13,11,Wednesday,2016-07-13,11.0,Morning,44.416666666666664,Success
3859,Airport,114.0,Trip Completed,2016-07-13 21:38:18,2016-07-13 22:28:35,2016-07-13,21,Wednesday,2016-07-13,22.0,Night,50.28333333333333,Success
4313,City,114.0,Trip Completed,2016-07-14 06:49:43,2016-07-14 07:44:15,2016-07-14,6,Thursday,2016-07-14,7.0,Early Morning,54.53333333333333,Success
5325,City,114.0,Trip Completed,2016-07-14 22:11:41,2016-07-14 23:12:36,2016-07-14,22,Thursday,2016-07-14,23.0,Night,60.916666666666664,Success
5906,City,114.0,Trip Completed,2016-07-15 09:56:43,2016-07-15 10:29:00,2016-07-15,9,Friday,2016-07-15,10.0,Morning,32.28333333333333,Success
6049,City,114.0,Trip Completed,2016-07-15 13:27:33,2016-07-15 14:32:29,2016-07-15,13,Friday,2016-07-15,14.0,Afternoon,64.93333333333334,Success
664,Airport,115.0,Trip Completed,2016-07-11 12:58:00,2016-07-11 14:07:00,2016-07-11,12,Monday,2016-07-11,14.0,Afternoon,69.0,Success
750,City,115.0,Trip Completed,2016-07-11 15:52:00,2016-07-11 16:27:00,2016-07-11,15,Monday,2016-07-11,16.0,Afternoon,35.0,Success
1950,City,115.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:04:00,2016-07-12,11,Tuesday,2016-07-12,12.0,Morning,31.0,Success
2989,Airport,115.0,Trip Completed,2016-07-13 07:08:16,2016-07-13 07:42:11,2016-07-13,7,Wednesday,2016-07-13,7.0,Early Morning,33.916666666666664,Success
3266,Airport,115.0,Trip Completed,2016-07-13 10:27:47,2016-07-13 11:19:30,2016-07-13,10,Wednesday,2016-07-13,11.0,Morning,51.71666666666667,Success
4358,Airport,115.0,Trip Completed,2016-07-14 07:25:12,2016-07-14 08:08:40,2016-07-14,7,Thursday,2016-07-14,8.0,Early Morning,43.46666666666667,Success
4720,Airport,115.0,Trip Completed,2016-07-14 13:48:48,2016-07-14 14:41:09,2016-07-14,13,Thursday,2016-07-14,14.0,Afternoon,52.35,Success
5019,City,115.0,Trip Completed,2016-07-14 19:07:33,2016-07-14 19:59:54,2016-07-14,19,Thursday,2016-07-14,19.0,Evening,52.35,Success
5925,City,115.0,Trip Completed,2016-07-15 10:08:04,2016-07-15 10:32:39,2016-07-15,10,Friday,2016-07-15,10.0,Morning,24.583333333333332,Success
112,Airport,116.0,Trip Completed,2016-07-11 05:01:00,2016-07-11 06:04:00,2016-07-11,5,Monday,2016-07-11,6.0,Early Morning,63.0,Success
213,City,116.0,Trip Completed,2016-07-11 06:15:00,2016-07-11 06:57:00,2016-07-11,6,Monday,2016-07-11,6.0,Early Morning,42.0,Success
1818,Airport,116.0,Trip Completed,2016-07-12 09:29:00,2016-07-12 10:38:00,2016-07-12,9,Tuesday,2016-07-12,10.0,Morning,69.0,Success
2018,Airport,116.0,Trip Completed,2016-07-12 13:39:00,2016-07-12 14:19:00,2016-07-12,13,Tuesday,2016-07-12,14.0,Afternoon,40.0,Success
3231,Airport,116.0,Trip Completed,2016-07-13 09:57:52,2016-07-13 10:48:18,2016-07-13,9,Wednesday,2016-07-13,10.0,Morning,50.43333333333333,Success
3378,Airport,116.0,Trip Completed,2016-07-13 14:19:59,2016-07-13 14:58:52,2016-07-13,14,Wednesday,2016-07-13,14.0,Afternoon,38.88333333333333,Success
3896,City,116.0,Trip Completed,2016-07-13 21:55:01,2016-07-13 22:54:33,2016-07-13,21,Wednesday,2016-07-13,22.0,Night,59.53333333333333,Success
4828,City,116.0,Trip Completed,2016-07-14 17:26:14,2016-07-14 17:59:47,2016-07-14,17,Thursday,2016-07-14,17.0,Evening,33.55,Success
5944,City,116.0,Trip Completed,2016-07-15 10:23:18,2016-07-15 11:33:59,2016-07-15,10,Friday,2016-07-15,11.0,Morning,70.68333333333334,Success
6245,Airport,116.0,Trip Completed,2016-07-15 17:58:28,2016-07-15 18:57:00,2016-07-15,17,Friday,2016-07-15,18.0,Evening,58.53333333333333,Success
3957,City,117.0,Trip Completed,2016-07-13 22:42:16,2016-07-13 23:43:32,2016-07-13,22,Wednesday,2016-07-13,23.0,Night,61.266666666666666,Success
